text,user_mentions_count,hashtag_count,quoted_status,binary_in_reply_to_user_id,binary_in_reply_to_screen_name,binary_in_reply_to_status_id,possibly_sensitive,user_statuses_count,user_followers_count,user_following_count,user_list_count,user_contributors_enabled,popularHashtag1,popularHashtag2,popularHashtag3,popularHashtag4,popularHashtag5,popularHashtag6,popularHashtag7,popularHashtag8,popularHashtag9,popularHashtag10,10 min RT,10 min FAVE,30 min RT,30 min FAVE,1 hr RT,1 hr FAVE,20 hr RT,20 hr FAVE,Classification,matlab,actual
I'm content now 🍪 https://t.co/3ySzdpF1Fr,0,0,0,0,0,0,0,21734,2014,1661,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
when u have a quinceanera at 8 but ur pledging to a frat at 8:30 https://t.co/BcZN5x5nVy,0,0,0,0,0,0,0,23715,1478,1179,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,4,0,,
Some ol'-fashioned swinging going on from @johnhastings194. Just teed off to Worrall&#44; lifting him straight for six. Now 32*. Vic 9-169,1,0,0,0,0,0,0,43163,18121,3549,339,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,2,0,,
its possibly... the only time where I am really at peace. I mean REALLY.,0,0,0,0,0,0,0,14386,5124,149,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,4,0,,
why do something for someone who wouldn't do the same for you?,0,0,0,0,0,0,0,723,630,625,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,3,3,0,,
I'm sorry guys. Sorry to my boys and the cav fans. Have to pick it up.,0,0,0,0,0,0,0,10737,1136,879,5,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,4,1,6,1,,
#bookkeeping is a great #workfromhome #business https://t.co/EtnRz7S0V3,0,3,0,0,0,0,0,19425,1643,1433,390,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,,
nobody wants to eat at the cafe w me i'm heartbroken,0,0,0,0,0,0,0,16299,528,285,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,,
@sixonenineseven lets just say that I learned something from you today,1,0,0,1,1,1,0,125,17393,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
The North Carolina Football team should just play games from their basement and pretend they are playing in New York.,0,0,0,0,0,0,0,4285,632,38,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,,
Getting interesting Mobile...Jags trying to get bowl eligible https://t.co/4u8E2atO9M,0,0,1,0,0,0,0,42592,2040,862,58,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,,
If you don't have Haters&#44; you AIN'T POPPIN ! 😜😌 https://t.co/amDGcM49Vg,0,0,0,0,0,0,0,2962,3445,2922,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,8,1,8,1,10,1,,
@politico Unassimilable islamics-the cause. Sharia law adherents the cause&#44; defiance of western values is the cause-truth is not going away,1,0,0,1,1,1,0,23144,897,1292,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,,
What the fuck is this...who took Edwin's phone? https://t.co/NI4gII9Q3v,0,0,1,0,0,0,0,11780,1198,285,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,3,0,,
Why has no one ever told me that MC stands for master of ceremonies???? I'm so mad.,0,0,0,0,0,0,0,29659,832,764,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
uh I can hear you talking shit about me I'm right here stfu,0,0,0,0,0,0,0,20834,566,416,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Hey @zach_porter3 get a hair cut,1,0,0,0,0,0,0,9395,578,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,,
elenawhy can't I be as pretty as you 😭 your bio made me laugh haha,0,0,0,0,0,0,0,26206,12266,9587,18,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,0,,
Nice to see this lady showing up more and more around the internet. Expect more of her.  https://t.co/QSpHE6DAUt,0,0,1,0,0,0,0,18332,11023,595,321,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,2,5,4,10,1,,
My Queens 👑💕 https://t.co/uBFkGclL7A,0,0,0,0,0,0,0,24703,1402,1021,1,0,0,0,0,0,0,0,0,0,0,0,1,11,1,15,1,19,2,30,1,,
ratio is lit 😜 https://t.co/aiA3P2hsyh,0,0,0,0,0,0,0,45031,2683,0,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
@bernard_ben @jasoncrawford Track quality &amp; quantity of sleep too. Sell it to the Quantified Self crowd. STEP THREE: PROFIT!,2,0,0,1,1,1,0,39523,728,932,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,,
This love shit not for everybody😐,0,0,0,0,0,0,0,23991,16863,14068,14,0,0,0,0,0,0,0,0,0,0,0,7,2,7,2,8,2,8,2,0,,
Today my 17 year old daughter gave me lessons on how to be more of an asshole. She said I'm too nice to people. 😂,0,0,0,0,0,0,0,60398,953,839,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,,
Much of Quran reads like Bible's Old Testament. https://t.co/qYAPdJ2rnl,0,0,1,0,0,0,0,9555,1317,2234,27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,3,2,0,,
Terrible 😂😂😂 https://t.co/VbxEY5wGxW,0,0,1,0,0,0,0,90608,16286,1340,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,,
pre-reg course for sem 4. https://t.co/IEb4ra2Eza,0,0,0,0,0,0,0,25152,790,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,,
S/O to2018-5'10 ESPN#3 @christyn2000 put in WORK this weekend helping lead her team to TournamentChampionship!🏆🏀#girlsgotgame#doWORKnation,1,2,0,0,0,0,0,4930,1824,2077,11,0,0,0,0,0,0,0,0,0,0,0,2,4,2,5,2,5,3,5,0,,
I guess I just had no idea how proudly dumb our party had gotten. https://t.co/mL5vmepQV5,0,0,0,0,0,0,0,27696,2033,1047,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,,
@JaredReding @WhitedCheyenne you would know if you cared enough to show up lmao,2,0,0,1,1,1,0,11017,603,744,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,,
I have pretty friends @ava_seay https://t.co/i8Yx2MyfHl,1,0,0,0,0,0,0,7342,925,965,1,0,0,0,0,0,0,0,0,0,0,0,2,6,2,6,3,7,3,10,1,,
Nothing on Syfy has subtitles. Do they just hate the hearing impaired or...?,0,0,0,0,0,0,0,44574,933,1678,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,3,0,,
don't need anyone that doesn't need me,0,0,0,0,0,0,0,27359,2201,789,7,0,0,0,0,0,0,0,0,0,0,0,4,7,6,7,6,9,14,14,1,,
it's gone be my butt. my butt gone get big. dassit. https://t.co/CqWhS2lH5U,0,0,1,0,0,0,0,48368,1547,1148,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
When the dance isn't lit https://t.co/ksLYptKgB4,0,0,0,0,0,0,0,9136,648,395,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,7,1,15,1,,
I reeeeaaaally hope the character death someone spoiled for me isn't true 😐(Ps&#44; I wont spoil anything for anyone)#StarWarsTheForceAwakens,0,1,0,0,0,0,0,86549,6093,5902,71,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,7,0,9,1,,
GUYS..... I have officially received my first chin hair 😈.. It's lit🔥🔥. 😂😂💀,0,0,0,0,0,0,0,2978,791,441,1,0,0,0,0,0,0,0,0,0,0,0,2,9,2,10,2,11,2,11,1,,
OH MY GOD STOP&#44; YOURE ANNOYING.,0,0,0,0,0,0,0,13870,931,525,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
awww seo looks so cute&#44; stop playing with ur cheeks cutie https://t.co/8kQGfHMtwO,0,0,0,0,0,0,0,11850,1315,63,7,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,4,2,4,0,,
She was tired of being treated like shit so she left. That simple.,0,0,0,0,0,0,0,1997,951,1079,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,,
So proud of these beautiful loves on two nights of an amazing show! Just missing a few!! #GFDL… https://t.co/HAXl99Wfoi,0,1,0,0,0,0,0,3553,13969,259,139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,,
Can't crap in peace because of this Bedouin @RasheedAmer https://t.co/cBfajhGnVE,1,0,0,0,0,0,0,65265,1522,985,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
i was almost right.  https://t.co/OtxZIMf8t9,0,0,1,0,0,0,0,40077,4108,564,98,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,3,2,3,0,,
ok I woulda busted my ass in .2 seconds 😂 but this is tough 😫 https://t.co/vOVyr2BsCJ,0,0,1,0,0,0,0,13080,1993,1868,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,3,0,,
#CIQotD - Battle of the Black Ops ScoreStreaks! Which streak do you prefer? RT - Attack Dogs / Like - R.A.P.S! https://t.co/s5l17nR6wD,0,1,0,0,0,0,0,23641,11937,157,36,0,0,0,0,0,0,0,0,0,0,0,30,15,35,21,42,21,68,37,1,,
when u and astrochelz take pics with the icons of NYC #tourists https://t.co/7yTVNxnt29,0,1,0,0,0,0,0,10010,739,683,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,5,0,,
. @WingT_Football Team that won D1 in Michigan runs 50/50 Wing-T under center and spread stuff from the Gun (Deuce/Trey/Empty),1,0,0,1,1,1,0,30143,6829,270,179,0,0,0,0,0,0,0,0,0,0,0,2,6,2,7,2,7,2,8,1,,
First season skins will always be my favorite,0,0,0,0,0,0,0,9573,573,296,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
https://t.co/sDLZGzYZgj #Obamacare NOT WORKING FOR ANYONE!!! #epicfail,0,2,0,0,0,0,0,38184,13029,7372,211,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,2,4,2,4,0,,
That was my last highschool football game😢,0,0,0,0,0,0,0,70377,1737,1245,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,5,0,,
Make your smile change the world&#44; don't let the world change your smile.,0,0,0,0,0,0,0,8336,7973,7035,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,,
i cannot believe jean-luc is at versailles getting an empanada right now,0,0,0,0,0,0,0,33129,1107,883,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,9,1,,
Love BBCAmerica's diversity. More black people in one ep of #DoctorWho than the whole of Friends.,0,1,0,0,0,0,0,7507,1078,1674,61,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,2,0,2,0,,
@ChelseaDeboutte There are still some parts of the prototype that need to be extracted. Maybe you're misunderstanding? I mean&#44; from my butt.,1,0,0,1,1,1,0,258283,21522,53,175,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,,
that's all. https://t.co/Z21ZLaNH7c,0,0,0,0,0,0,0,1523,678,606,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,13,7,1,,
Soundcheck before the big ole rock show with at @DiarrheaPlanet! Come out! Get out! Rock out! Doors now&#44; show at 10! https://t.co/CWEuCHvDji,1,0,0,0,0,0,0,16223,1351,1355,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
I be skipping the mess out people snaps😂😂😂,0,0,0,0,0,0,0,25322,2944,2742,3,0,0,0,0,0,0,0,0,0,0,0,14,3,16,4,22,6,33,10,1,,
i just want to have an ikon and their siblings selca on their concert next month dONT LET MY DREAMS DIE,0,0,0,0,0,0,0,34231,1898,245,6,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,4,1,5,0,,
PLUR all the time!,0,0,0,0,0,0,0,48755,1192,1366,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,2,0,,
We can see @NiaLovelis read my sign and she send me a kiss after that wow I love her❤️ #HeyVioletLive https://t.co/FSjhgF7eXR,1,1,0,0,0,0,0,94602,2632,1242,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,19,16,1,,
I just forget to forget you sometimes,0,0,0,0,0,0,0,2684,565,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
Congrats to our Farmer Cheer Squads! 1st place for both JV &amp; Varsity @coachjoest_lhsh https://t.co/MqIrcSQAYK,1,0,0,0,0,0,0,851,664,182,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,0,,
"I be reading so many tweets like ""what the fuck are you talking about """,0,0,0,0,0,0,0,48718,11760,759,20,0,0,0,0,0,0,0,0,0,0,0,10,4,14,5,14,5,34,8,1,,
RT @XLNB Send me pix of you and bae so I can RT https://t.co/jpDwfHJ6vy,1,0,0,1,1,1,0,26796,1331,842,12,0,0,0,0,0,0,0,0,0,0,0,6,7,8,9,11,11,11,11,1,,
baby&#44; i want you to want me&#44; but only tonight,0,0,0,0,0,0,0,5174,864,1237,2,0,0,0,0,0,0,0,0,0,0,0,1,5,1,6,2,8,2,10,1,,
REQUESTED THERE MAY BE 1 TINY SLIGHT CHANCE THEY WILL HAVE A SPACE BUT IT MIGHT BE TOO LATE.. WORTH A SHOT https://t.co/JS5fSOaReP,0,0,1,0,0,0,0,20007,2084,510,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
Did Rowan's contract with Disney endIs gmw for sure going to be on Disney next seasonShe's being too outspoken on things for them to be ok,0,0,0,0,0,0,0,81479,2066,181,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,,
When you gotta work first shift and then perform in the Christmas sing right after https://t.co/fcArP2LaMt,0,0,0,0,0,0,0,6678,10660,8088,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Drifter challenge is rendering&#44; I'll upload in the morning. Exhausting day.,0,0,0,0,0,0,0,5840,791,653,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,5,0,,
Randomly finished one of the All Star collections so I had 1 collection pack lol https://t.co/pLP9b85xmc,0,0,0,0,0,0,0,10494,997,242,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,10,1,,
I don't get how @thelaceyclaire didn't take the ANTM title! But&#44; her &amp; @stephaniephotog are now in @VogueItalia&#44; so I'd say that's a win 😍👏🏻,3,0,0,0,0,0,0,1777,616,85,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,0,,
The Intro by @itsruthb it's pure fire 🔥,1,0,0,0,0,0,0,54165,9756,10069,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,1,,
Sometimes things happen and they don't make sense and it's hard.,0,0,0,0,0,0,0,44593,1217,720,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,8,12,20,1,,
first comp of the season!! ❤️ https://t.co/CQ5Ea2dtG2,0,0,0,0,0,0,0,30240,1075,690,4,0,0,0,0,0,0,0,0,0,0,0,2,10,2,13,2,18,2,25,1,,
#nomatterwhatthemediatellsyou there are more black men in college than there is black men in jail🐸☕️😴‼️ https://t.co/vKnn6ie7Xl,0,1,0,0,0,0,0,40469,2185,962,11,0,0,0,0,0,0,0,0,0,0,0,11,7,34,33,54,46,77,68,1,,
Offense has to step up in the second half. Defense is pretty much doing its job. Take advantage of Green being disqualified.,0,0,0,0,0,0,0,5054,740,416,8,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,4,1,4,0,,
@Kitsunelaine undyne and I would probably get ourselves killed,1,0,0,1,1,1,0,77471,69617,1619,1110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,5,0,,
You know there's those girls that look good after their games&#44; yeah. I am NOT one of them.,0,0,0,0,0,0,0,18977,597,301,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,5,0,,
Wow. Theatre basement is bomb af. Cold af&#44; but bomb af nonetheless.,0,0,0,0,0,0,0,21131,685,347,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
Use the code MOONANDSTARS for a discount on your order and a free moon ring! https://t.co/VZ5bousEzH https://t.co/hxxWMZyLOM,0,0,0,0,0,0,0,22724,21178,4431,12,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,3,8,3,10,1,,
#TIGERSWIN: @ETBU unbeaten at home (4-0) with one-point ASC win over HSU #ETBURoar READ: https://t.co/S6NNJngsrG https://t.co/eO0ILf3wZx,1,2,0,0,0,0,0,3352,531,76,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,3,4,4,0,,
This ain't even a roach&#44; this is an ant https://t.co/eZVRWEWyZZ,0,0,0,0,0,0,0,203585,4029,857,89,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,5,2,6,4,0,,
Don't follow me and then message me asking who I am. That's stupid.,0,0,0,0,0,0,0,88411,274533,91115,755,0,0,0,0,0,0,0,0,0,0,0,3,39,3,43,3,45,3,55,1,,
HBD2MYBABE @meganstoneham_7 😍😍😍 wow ily so much I hope your day was perfect like you. I better see you soon ❤️ https://t.co/Uv8vuBm3Ld,1,0,0,0,0,0,0,6133,690,315,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,1,4,0,,
i lookd under my couch 2 search for missing keys but ended up finding my old shoes my tv remote &amp; joseph kony,0,0,0,0,0,0,0,19275,38596,477,77,0,0,0,0,0,0,0,0,0,0,0,90,230,118,294,137,337,201,554,1,,
andrew is the biggest troll I know 🙄🙄🙄,0,0,0,0,0,0,0,11726,714,383,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,1,4,0,,
@DanonymousMan @itsmevictoriag @PenelopePMiller @LosPonies I'm probs going to be packing till 5 mins before we leave for the airport.. #HKIR,4,1,0,1,1,1,0,4608,2035,899,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,3,0,,
@realDonaldTrump you created tens of thousands of jobs you have a billion-dollar empire and you want to make America great!! Got my vote Sir,1,0,0,1,1,0,0,2769,907,1615,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
@longgoneblond Lots &amp; lots of memories!Lots of laughter &amp; NOISE. Never a dull moment. Funniest crew. One sister is funny as Richard Pryor.,1,0,0,1,1,1,0,56063,1388,1340,78,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
@filipayna ikr lol I can't even call him my garbage son anymore I don't want to claim him but his music...I birthed it,1,0,0,1,1,1,0,146671,664,367,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Who you with x Katchafire💚🎶,0,0,0,0,0,0,0,9502,597,377,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,,
@PentagonJunior @DHSgov @FBIWFO @DeptofDefense @PENTAGONhq @ciablog @ciaotiga @ciablackdiamond @Seal @CIA Employees of @CIA Director Right,11,0,0,1,1,1,0,17843,1835,5003,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
Here's a first time for everything! #OffTheGrid 🍽 #foodie #sf #sushi https://t.co/ZvOtsM8oUX,0,4,0,0,0,0,0,6272,5752,580,68,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,6,1,,
😂 I remember when me and syd went to red lobster we was blazing so many fucking people bro.,0,0,0,0,0,0,0,69900,1897,1398,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,0,2,0,,
How you musty in the winter,0,0,0,0,0,0,0,30103,851,438,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,3,0,,
bryana has been around for so long now and i still don't know whether her name is pronounced bry-ana or bree-ana,0,0,0,0,0,0,0,63350,12774,3577,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,,
P.K. Subban is 3rd among d-men in scoring .. and he's 11 points behind Karlsson.,0,0,0,0,0,0,0,12841,1145,340,26,0,0,0,0,0,0,0,0,0,0,0,9,15,11,15,11,16,11,19,1,,
ashton and bryana in la today! || @fivesauceonline #VideoMTV2015 5 Seconds of Summer https://t.co/06B8y3rBae,1,1,0,0,0,0,0,44275,2321,640,11,0,0,0,1,0,0,0,0,0,0,0,4,2,5,2,5,2,9,5,0,,
"@RichardDeLaGar4 @JessieJaneDuff @JudgeJeanine @FoxNewsThe word ""Islamophobia"" is offensive to meI am NOT ""phobic or fearful""I'm MAD as 😡",4,0,0,1,1,1,0,28853,5238,5184,107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,,
I'm watching a very murray christmas and michael cera is in it fuck yes,0,0,0,0,0,0,0,95337,13134,404,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,4,0,,
A Top 5-ranked goalkeeper just announced his college commitment.See where he's headed: https://t.co/CIifaHOsNP https://t.co/q6wIYrnEZ3,0,0,0,0,0,0,0,34834,30812,1238,345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,4,0,,
@shygirrlx oh my god I love u,1,0,0,1,1,1,0,722,1741,236,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
.@InTheWineCellar on Alice Feiring&#44; #winelover and author of NAKED WINE&#44; via @TribLIVE: https://t.co/Ejv5G709Aw https://t.co/6A52xYvBeH,2,1,0,0,0,0,0,4079,1264,2033,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Aww you're everything !  https://t.co/NaAriXoS1q,0,0,1,0,0,0,0,7025,683,225,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
Oh Allah I ask of you peace &amp; faith in this world &amp; in the hereafter,0,0,0,0,0,0,0,29899,135208,24107,47,0,0,0,0,0,0,0,0,0,0,0,8,9,10,11,10,14,19,25,1,,
Thanks for having us imi&#44; come mine x,0,0,0,0,0,0,0,11967,1110,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,,
I'd call ppl out when they hurt my feelings but fact is&#44; I'm stunned I had any feelings to hurt &amp; they probably would be tooSo.... Meh,0,0,0,0,0,0,0,7865,1036,773,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,6,1,,
Thank You!!!! https://t.co/BSCkK1PB1j,0,0,1,0,0,0,0,9393,159458,971,3377,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,,
This bus driver drives more on the rumble strips than the actual road 😓,0,0,0,0,0,0,0,11341,994,469,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,5,1,6,1,,
Fi tech and Big Banks - #itscomplicated. Where do you go for capital needed for your business? https://t.co/1Ly1kuUC5z,0,1,0,0,0,0,0,582,21971,24532,212,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,3,0,,
I've never felt more alone in my entire life than I do right now,0,0,0,0,0,0,0,45034,1177,1514,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,,
@Ref4e @CoachBryanTill the ref backs the ref. And the coach backs the player. I'm stunned. Never seen that before  😀,2,0,0,1,1,1,0,3401,890,614,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
this one girl thought that i curled my hair everyday.....EVERY day https://t.co/k4afZyRIPp,0,0,1,0,0,0,0,12585,885,364,5,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1,4,2,8,1,,
What's he gonna do - gloat? https://t.co/QvVcBYfzEs,0,0,1,0,0,0,0,85654,2434,110,143,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,,
I am so so proud  https://t.co/6sXDlUs67F,0,0,1,0,0,0,0,43596,33247,23994,136,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,4,6,4,7,1,,
What idiot called it a huge plot twist in the film “Back To The Future” and not a Tannenbomb,0,0,0,0,0,0,0,103046,2867,675,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,,
@jackshaIsey we would find a way,1,0,0,1,1,1,0,30046,773,310,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
@coff33loveit @ILLfromMN @artnthesoul @bosseone2 @lupash7 @SarCatStyX @mikerzer kept each other fit and fighting!,7,0,0,1,1,1,0,226554,12409,11127,412,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,2,4,2,6,1,,
i love my journey.i'll end this journey soon.yes very soon.hold my arts in your deep heart.then&#44;you'll never miss me https://t.co/nbuzXMcaIi,0,0,0,0,0,0,0,22345,967,401,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,3,0,,
Nothing on me (phiso remix) takes over my body everytime I can't control it!,0,0,0,0,0,0,0,23533,582,474,7,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,4,1,4,0,,
#SFGiants signed Jeff Samardzija to a five-year&#44; $90MM deal. $18MM AAV is higher than Lackey; lower than Zimmermann: https://t.co/nWjJasBOdY,0,1,0,0,0,0,0,17000,3739,896,120,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,0,,
should be studying for my finals&#44; but it's so hard to concentrate...,0,0,0,0,0,0,0,99960,2067,626,41,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,,
🌸 fave if you wanna be in a gc 🌸((mainly about kpop and random stuff)),0,0,0,0,0,0,0,117816,7263,182,92,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
I'm losing my marbles,0,0,0,0,0,0,0,1817,562,465,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,,
DANI JUST CALLED ME THEIR **** BOY,0,0,0,0,0,0,0,225675,1576,134,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,,
@laylacorchado nothing 😩 I'm at home watching the damn grinch 😒😂,1,0,0,1,1,1,0,62774,2044,1266,5,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
My sister want me to smack her ass 😂,0,0,0,0,0,0,0,32635,1016,716,5,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,3,1,3,0,,
@raychiIIl im trying to smash chill,1,0,0,1,1,1,0,48525,597,442,2,0,0,0,0,0,0,0,0,0,0,0,4,6,4,6,5,7,5,7,1,,
I JUST WANT MONEY💸I JUST WANT MONEY💸I JUST WANT MONEY💸I JUST WANT MONEY💸I JUST WANT MONEY💸I JUST WANT MONEY💸 https://t.co/PTudEMWDHi,0,0,1,0,0,0,0,67463,1803,1461,4,0,0,0,0,0,0,0,0,0,0,0,4,2,5,3,5,3,7,3,0,,
"I WROTE THIS SONG IN 1979 BEFORE MOTLEY CRUE…..WE RECORDED IT FOR THE ORIGINAL ""TOO FAST FRO… https://t.co/mddfSN4mw2",0,0,0,0,0,0,0,17891,707286,209,5984,0,0,0,0,0,0,0,0,0,0,0,40,164,54,207,65,253,125,480,1,,
